Name	Rank	Number of occurrences	Occurrences per 100,000 people	Cumulative proportion per 100,000 people	Percent Non-Hispanic White Only	Percent Non-Hispanic Black Only	Percent Non-Hispanic Asian and Pacific Islander Only	Percent Non-Hispanic American Indian and Alaskan Native Only	Percent Non-Hispanic of Two or More Races	Percent Hispanic Origin
JEFFERY	3611	9048	3.35	56173.25	69.97	24.92	0.87	0.74	1.66	1.83
MENENDEZ	3612	9045	3.35	56176.6	17.22	1.13	0.3	0.09	0.39	80.87
MCNUTT	3613	9042	3.35	56179.95	89.29	7.21	0.34	0.54	1.33	1.28
KOHL	3614	9041	3.35	56183.3	96.08	0.32	1	0.55	0.85	1.19
FORSTER	3615	9033	3.35	56186.65	92.56	4.2	0.62	0.41	1.01	1.21
CLOUGH	3616	9032	3.35	56190	93.81	2.66	0.38	0.42	1.3	1.44
DELOACH	3617	9031	3.35	56193.35	66.6	30.43	0.19	0.25	1.34	1.18
BADER	3618	9020	3.34	56196.69	94.42	0.4	1.5	0.18	2	1.51
HANES	3618	9020	3.34	56200.04	87.16	8.25	0.48	0.82	1.55	1.74
STURM	3620	9017	3.34	56203.38	96.65	0.33	0.37	0.37	1.1	1.19
TAFOYA	3621	9014	3.34	56206.72	14.75	0.19	0.31	4.79	1.51	78.44
BEALL	3622	9011	3.34	56210.06	92.17	2.97	0.58	0.81	1.18	2.3
COBLE	3623	9010	3.34	56213.4	89.17	7.06	0.57	0.69	1.43	1.09
DEMERS	3624	9009	3.34	56216.74	96.56	0.34	0.4	0.48	1.31	0.91
KOHN	3625	9006	3.34	56220.08	92.14	3.46	0.72	0.09	1.47	2.12
SANTAMARIA	3626	9005	3.34	56223.42	25.35	0.31	4.56	0.08	0.92	68.77
VAUGHT	3627	9004	3.34	56226.75	89.52	6.92	0.49	0.6	1.53	0.94
CORREIA	3628	8993	3.33	56230.09	81.15	3.41	1.21	0.17	9.73	4.33
MCGREW	3629	8988	3.33	56233.42	77.93	17.63	0.42	0.27	1.81	1.94
ROBY	3630	8986	3.33	56236.75	66.5	29.76	0.52	0.34	1.62	1.25
SARMIENTO	3630	8986	3.33	56240.08	6.89	0.33	23.01	0.22	1.89	67.65
REINHART	3632	8985	3.33	56243.41	96.66	0.26	0.43	0.22	0.81	1.61
ROSENBAUM	3632	8985	3.33	56246.74	94.19	0.41	0.41	0.24	1.09	3.65
BERNIER	3634	8981	3.33	56250.07	90.62	2.81	0.6	0.47	1.19	4.31
SCHILLER	3635	8977	3.33	56253.4	96.36	0.31	0.59	0.12	1.26	1.36
FURMAN	3636	8976	3.33	56256.73	88.39	7.54	0.49	0.31	1.3	1.96
GRABOWSKI	3637	8975	3.33	56260.05	97.19	0.12	0.47	0.18	0.95	1.09
PERRYMAN	3638	8974	3.33	56263.38	64.52	29.01	0.36	1.34	2.35	2.43
KIDWELL	3639	8970	3.33	56266.71	93.94	1.55	0.55	0.49	1.51	1.97
SABO	3640	8969	3.32	56270.03	96	0.31	0.58	0.33	0.97	1.81
SAXTON	3640	8969	3.32	56273.36	79.8	15.91	0.49	0.45	1.66	1.69
NOLAND	3642	8964	3.32	56276.68	86.48	8.63	0.45	0.81	1.73	1.9
SEATON	3643	8963	3.32	56280	80.9	13.39	0.36	1.65	1.93	1.77
PACKER	3644	8962	3.32	56283.32	82.4	13.7	0.57	0.51	1.34	1.47
SEAL	3645	8960	3.32	56286.64	92.91	2.47	1.03	0.84	1.15	1.61
RUBY	3646	8955	3.32	56289.96	90.25	2.02	1.02	0.57	1.21	4.94
SMOOT	3646	8955	3.32	56293.28	68.31	27.79	0.39	0.49	1.71	1.31
LAVOIE	3648	8952	3.32	56296.6	96.75	0.18	0.42	0.2	1.16	1.28
PUTMAN	3649	8949	3.32	56299.92	88.16	7.87	0.42	0.53	1.54	1.49
FAIRBANKS	3650	8948	3.32	56303.24	85.46	3.82	0.65	6.39	2.22	1.45
NEILL	3651	8946	3.32	56306.55	94.77	0.87	0.53	0.47	1.4	1.97
FLORENCE	3652	8943	3.32	56309.87	61.63	33.62	0.6	0.39	1.92	1.82
BEATTIE	3653	8941	3.31	56313.18	92.69	3.12	0.48	0.37	1.12	2.23
TARVER	3654	8935	3.31	56316.49	46.64	49.94	0.19	0.3	1.58	1.35
STEPHEN	3655	8934	3.31	56319.81	67.11	23.48	4.7	0.65	1.93	2.13
BOLEN	3656	8927	3.31	56323.12	93.05	3.74	0.27	0.54	1.27	1.13
MCCOMBS	3656	8927	3.31	56326.42	81.84	14.13	0.28	1.12	1.33	1.3
BARNHILL	3658	8926	3.31	56329.73	85.08	10.81	0.49	0.71	1.75	1.17
FREEDMAN	3658	8926	3.31	56333.04	95.43	1.29	(S)	(S)	1.33	1.21
GADDIS	3658	8926	3.31	56336.35	74.47	21.32	0.49	0.58	1.58	1.56
GOAD	3661	8913	3.3	56339.66	94.35	0.57	0.27	2.09	1.13	1.59
WORDEN	3662	8911	3.3	56342.96	95.1	0.66	0.56	0.46	1.48	1.74
CANADA	3663	8910	3.3	56346.26	57.38	31.49	1.49	1.02	2.07	6.54
CALVIN	3664	8907	3.3	56349.56	55.93	38.74	0.52	1.06	1.79	1.96
VICKERY	3664	8907	3.3	56352.87	95.94	0.29	0.45	0.56	1.29	1.47
MCCLINTOCK	3666	8906	3.3	56356.17	93.11	3.55	0.4	0.2	1.26	1.48
SLOCUM	3667	8904	3.3	56359.47	88.06	8.85	0.28	0.38	1.11	1.31
CLAUSEN	3668	8895	3.3	56362.76	95.47	0.46	0.56	0.45	1.1	1.96
MCCUTCHEON	3669	8894	3.3	56366.06	86.07	10.51	0.61	0.39	1.33	1.09
RIPLEY	3670	8892	3.3	56369.36	91.57	2.95	1.23	0.53	1.75	1.98
RAZO	3671	8891	3.3	56372.65	5.88	0.47	1.39	0.47	0.62	91.16
SOUTHARD	3672	8888	3.29	56375.95	94.24	1.65	0.52	0.88	1.22	1.5
BOURNE	3673	8884	3.29	56379.24	77.21	17.26	0.79	0.59	2.09	2.07
AIELLO	3674	8883	3.29	56382.53	95.45	0.15	0.42	0.23	1.32	2.44
KNUDSEN	3675	8877	3.29	56385.83	95.58	0.2	0.7	0.82	1.03	1.67
ANGELES	3676	8873	3.29	56389.11	6.78	0.26	27.5	0.14	1.79	63.53
KEENEY	3677	8862	3.29	56392.4	96.48	0.33	0.24	0.43	1.32	1.21
STACEY	3677	8862	3.29	56395.68	90.35	4.64	0.43	1.22	1.58	1.78
NEELEY	3679	8857	3.28	56398.97	86.53	8.99	0.36	1.04	1.65	1.43
HOLLY	3680	8856	3.28	56402.25	68.13	27.15	0.5	0.98	1.71	1.54
GALLANT	3681	8855	3.28	56405.53	94.71	2.22	0.47	0.44	0.99	1.15
EADS	3682	8853	3.28	56408.82	94.44	1.29	0.47	1.07	1.49	1.23
LAFLEUR	3683	8852	3.28	56412.1	83.25	12.8	0.32	0.42	1.69	1.53
FREDRICKSON	3684	8851	3.28	56415.38	96.44	0.25	0.53	0.44	1.12	1.22
POPP	3685	8849	3.28	56418.66	96.64	0.23	0.47	0.27	0.87	1.51
BOBO	3686	8848	3.28	56421.94	59.04	36.43	0.59	0.49	1.77	1.68
PARDO	3687	8847	3.28	56425.22	24.4	1.37	1.89	0.2	0.78	71.36
ARTIS	3688	8835	3.28	56428.49	13.66	81.25	0.36	0.42	2.49	1.82
LAWLESS	3689	8833	3.27	56431.77	92.52	3.75	0.41	0.62	1.27	1.44
SHEN	3690	8832	3.27	56435.04	4.36	(S)	93.27	(S)	1.54	0.44
HEADLEY	3691	8830	3.27	56438.31	82.17	12.56	0.43	0.78	1.71	2.34
PEDRAZA	3692	8828	3.27	56441.59	5.87	0.48	0.48	0.41	0.36	92.41
PICKARD	3692	8828	3.27	56444.86	89.87	6.07	0.37	0.57	1.22	1.89
SALVADOR	3694	8827	3.27	56448.13	18.98	1.37	26.49	1.16	2.71	49.3
HOFMANN	3695	8824	3.27	56451.4	96.5	0.35	0.46	0.11	1.09	1.48
DAVEY	3696	8816	3.27	56454.67	91.89	3.79	0.6	0.45	1.55	1.71
SZYMANSKI	3697	8813	3.27	56457.94	97.48	0.25	0.45	0.14	0.69	0.99
DALLAS	3698	8811	3.27	56461.2	65.07	27.76	0.69	2.19	1.94	2.35
ERB	3699	8810	3.27	56464.47	96.87	0.33	0.4	0.47	0.99	0.95
PEREA	3700	8808	3.27	56467.73	10.98	0.47	1.73	0.79	0.62	85.41
ALCANTAR	3701	8802	3.26	56471	3.74	0.2	0.44	0.45	0.33	94.83
ASHFORD	3702	8801	3.26	56474.26	42.88	52.15	0.35	0.44	2.07	2.1
CRUTCHFIELD	3703	8799	3.26	56477.52	65.7	29.47	0.27	1.07	2.35	1.14
HARRY	3703	8799	3.26	56480.78	63.88	26.14	1.92	2.93	3.11	2.01
GOEBEL	3705	8794	3.26	56484.04	96.77	0.2	0.35	0.27	0.88	1.52
RIDGEWAY	3706	8791	3.26	56487.3	77.44	17.93	0.43	1.27	1.69	1.23
MCVEY	3707	8788	3.26	56490.56	94.53	1.75	0.39	0.57	1.33	1.43
CORDELL	3708	8776	3.25	56493.81	90.87	5.14	0.47	0.62	1.49	1.41
FLOREZ	3709	8775	3.25	56497.07	9.33	0.67	0.41	0.76	0.71	88.11
KOVACS	3709	8775	3.25	56500.32	96.05	0.23	0.51	0.09	1.23	1.89
CALKINS	3711	8773	3.25	56503.57	95.93	0.31	0.47	0.71	1.25	1.33
REDDEN	3712	8769	3.25	56506.82	80.82	14.8	0.32	0.75	1.78	1.53
RICKER	3713	8767	3.25	56510.07	95.53	0.82	0.21	0.92	1.06	1.46
FARRINGTON	3714	8766	3.25	56513.32	80.05	16.32	0.46	0.31	1.39	1.47
SALCIDO	3714	8766	3.25	56516.57	7.19	0.15	0.18	1.16	0.29	91.03
REIMER	3716	8765	3.25	56519.82	95.8	0.15	0.5	0.43	1.48	1.63
MULLIS	3717	8763	3.25	56523.07	97.43	0.47	0.27	0.32	0.58	0.92
MAYHEW	3718	8754	3.25	56526.31	89.43	6.65	0.53	0.43	1.47	1.49
REGISTER	3718	8754	3.25	56529.56	85.93	10.97	0.53	0.48	0.97	1.13
KAYE	3720	8753	3.24	56532.8	90.94	1.66	0.86	3.46	1.52	1.57
BLOCKER	3721	8752	3.24	56536.05	58.14	38.01	0.31	0.43	1.78	1.33
BUFORD	3722	8751	3.24	56539.29	40.85	54.6	0.23	0.49	2.23	1.6
MUNGUIA	3723	8749	3.24	56542.53	4.46	0.27	0.06	0.19	0.41	94.61
CADY	3724	8745	3.24	56545.78	93.58	1.85	1.04	0.59	1.32	1.61
BURLEY	3725	8743	3.24	56549.02	65.05	30.71	0.57	0.67	1.72	1.28
SANDER	3726	8740	3.24	56552.26	87.3	8.02	0.79	0.34	1.62	1.92
ROBINETTE	3727	8739	3.24	56555.5	95.99	0.81	0.24	0.76	0.84	1.36
STUBBLEFIELD	3728	8733	3.24	56558.73	75.2	20.23	0.31	0.66	1.66	1.94
SHUMAN	3729	8730	3.24	56561.97	90.89	5.54	0.77	0.32	1.35	1.12
LOY	3730	8729	3.24	56565.21	88.53	0.94	4.41	0.84	1.21	4.07
SANTILLAN	3730	8729	3.24	56568.44	3.48	0.13	2.29	0.33	0.4	93.37
DEUTSCH	3732	8728	3.24	56571.68	96.39	0.32	0.39	0.17	1.44	1.28
SALES	3733	8725	3.23	56574.91	44.85	25.41	13.31	0.83	3.28	12.33
LANGDON	3734	8723	3.23	56578.15	94.43	3.1	0.22	0.32	0.89	1.04
MAZUR	3735	8721	3.23	56581.38	96.71	0.18	0.58	0.19	1.07	1.26
CLAPP	3736	8717	3.23	56584.61	93.39	3.45	0.53	0.52	1	1.11
TEAL	3737	8716	3.23	56587.84	80.01	15.82	0.49	0.36	1.48	1.84
BUFFINGTON	3738	8714	3.23	56591.07	87.81	8.47	0.24	1.01	1.19	1.27
ELLIOT	3738	8714	3.23	56594.3	79.56	15.45	0.53	0.67	1.65	2.15
HALSTEAD	3740	8713	3.23	56597.53	93.23	2.82	0.48	0.5	1.25	1.71
STURGEON	3741	8710	3.23	56600.76	92.48	1.91	0.6	0.69	1.48	2.85
COLLEY	3742	8707	3.23	56603.99	84.77	10.82	0.39	0.82	1.56	1.64
KOEHN	3743	8700	3.23	56607.21	97.53	0.09	0.23	0.16	0.67	1.32
BERGSTROM	3744	8699	3.22	56610.44	96.77	0.11	0.45	0.29	1.13	1.25
DUNNE	3745	8698	3.22	56613.66	94.52	1.25	0.7	0.41	1.21	1.91
POND	3746	8697	3.22	56616.89	92.66	2.14	1.07	1.02	1.36	1.75
GANTT	3747	8695	3.22	56620.11	56.03	40.39	0.31	0.38	1.67	1.22
COUSINS	3748	8691	3.22	56623.33	70.53	24.89	0.45	0.61	2.03	1.5
VIERA	3749	8686	3.22	56626.55	20.99	1.45	0.39	0.29	2.1	74.79
WILKS	3749	8686	3.22	56629.77	64.94	31.1	0.29	0.43	1.76	1.49
HAASE	3751	8684	3.22	56632.99	95.98	0.62	0.44	0.43	1.16	1.37
SWEAT	3752	8679	3.22	56636.21	77.59	17.65	0.2	1.59	1.74	1.23
SIMONSON	3753	8675	3.22	56639.42	94.12	1.41	0.59	0.96	1.34	1.59
BREEDLOVE	3754	8673	3.22	56642.64	80.08	15.69	0.37	0.95	1.57	1.35
MUNN	3755	8666	3.21	56645.85	83.84	11.97	0.74	0.31	1.47	1.67
PITT	3755	8666	3.21	56649.06	67.77	27.97	0.43	0.54	1.73	1.56
FAIRCLOTH	3757	8665	3.21	56652.27	91.62	4.37	0.25	1.49	1.13	1.13
PETER	3758	8662	3.21	56655.49	77.87	7.03	6.78	3.71	2.07	2.55
WHEATON	3758	8662	3.21	56658.7	78.56	17.1	0.35	0.79	1.71	1.5
HOWLAND	3760	8661	3.21	56661.91	93.52	2.51	0.3	0.62	1.18	1.87
MERRIMAN	3761	8656	3.21	56665.12	89.9	6.39	0.29	0.82	1.19	1.41
BURNEY	3762	8653	3.21	56668.32	49.14	45.59	1.48	0.6	2.03	1.16
FUSCO	3762	8653	3.21	56671.53	96.64	0.27	0.43	0.08	1.02	1.57
BEDFORD	3764	8651	3.21	56674.74	67.92	27.52	0.46	0.49	1.6	2.01
BALTAZAR	3765	8650	3.21	56677.94	6.21	2.72	12.27	0.87	1.64	76.3
PERSAUD	3766	8649	3.21	56681.15	3.78	10.24	38.54	2.87	40.25	4.32
GERARD	3767	8646	3.21	56684.36	87.38	6.92	0.82	0.45	2	2.43
BOURQUE	3768	8635	3.2	56687.56	96.77	0.34	0.43	0.32	1.02	1.12
CHAO	3769	8633	3.2	56690.76	4.87	(S)	86.23	(S)	2.92	5.79
SLAGLE	3770	8632	3.2	56693.96	96.79	0.2	0.36	0.36	0.93	1.37
KIRSCH	3771	8630	3.2	56697.16	97.32	0.16	0.34	0.32	0.63	1.23
VOLK	3772	8628	3.2	56700.35	96.77	0.34	0.36	0.37	0.89	1.27
HEIM	3773	8627	3.2	56703.55	94.88	1.74	0.45	0.38	1.1	1.45
GLASGOW	3774	8621	3.2	56706.75	78.33	16.97	0.28	0.53	2.11	1.77
BORDERS	3775	8618	3.19	56709.94	74.37	22.51	0.36	0.45	1.22	1.09
RAUCH	3776	8617	3.19	56713.14	94.77	1.72	0.52	0.28	1.09	1.62
GOFORTH	3777	8614	3.19	56716.33	92.85	3.24	0.31	1.13	1.46	1.01
BATSON	3778	8613	3.19	56719.52	78.65	16.85	0.38	0.63	1.89	1.6
BASHAM	3779	8604	3.19	56722.71	93.04	2.57	0.42	0.45	1.53	1.99
MOUNT	3780	8602	3.19	56725.9	90.58	4.55	0.63	1.05	1.63	1.57
PEACE	3781	8601	3.19	56729.09	71.55	23.63	0.62	0.79	2	1.42
LAZO	3782	8600	3.19	56732.28	11.02	0.38	9.42	0.15	0.99	78.03
SAMPLES	3783	8595	3.19	56735.46	88.96	7.09	0.36	0.5	1.63	1.47
AMARO	3784	8593	3.19	56738.65	13.14	0.95	0.63	0.14	0.72	84.42
IBRAHIM	3785	8590	3.18	56741.83	52.42	17.75	7.85	0.06	18.92	3
SLATTERY	3785	8590	3.18	56745.02	97.51	0.2	0.29	0.23	0.62	1.15
TAFT	3787	8589	3.18	56748.2	86.34	9.92	0.33	0.58	1.3	1.53
WEATHERFORD	3787	8589	3.18	56751.39	91.49	3.57	0.27	1.3	1.98	1.39
APARICIO	3789	8587	3.18	56754.57	5	0.34	0.26	0.28	0.63	93.5
SANTORO	3789	8587	3.18	56757.75	94.31	0.31	0.54	0.21	0.98	3.66
JIANG	3791	8582	3.18	56760.93	0.71	0.06	97.74	0.09	1.19	0.21
RITCHEY	3791	8582	3.18	56764.11	95.86	0.96	0.41	0.4	0.96	1.42
GOBLE	3793	8580	3.18	56767.29	96.47	0.56	0.45	0.42	1	1.1
SPRING	3794	8579	3.18	56770.47	91.07	4.02	0.49	1.08	1.74	1.6
STRAIN	3794	8579	3.18	56773.66	88.59	7.67	0.49	0.71	1.19	1.35
SCULLY	3796	8578	3.18	56776.83	95.4	1.6	0.43	0.12	1.19	1.27
VILLAREAL	3797	8577	3.18	56780.01	7.53	0.3	6.53	0.31	0.82	84.51
TORO	3798	8576	3.18	56783.19	16.72	1.08	0.82	1.14	0.94	79.29
DUVAL	3799	8575	3.18	56786.37	84	8.77	0.45	0.34	1.98	4.45
JONAS	3800	8572	3.18	56789.55	85.14	9.29	0.73	0.8	1.36	2.67
NEUMAN	3801	8564	3.17	56792.72	94.61	1.27	0.47	0.43	1.4	1.82
DELL	3802	8563	3.17	56795.9	84.91	11.06	0.51	0.53	1.3	1.69
VARNEY	3802	8563	3.17	56799.07	96.58	0.7	0.48	0.3	1.11	0.83
WOZNIAK	3802	8563	3.17	56802.25	97.24	0.22	0.4	0.13	0.98	1.03
CONOVER	3805	8562	3.17	56805.42	90.98	5.66	0.48	0.49	1.1	1.28
LANDON	3806	8560	3.17	56808.59	88.82	5.44	1.81	0.76	1.3	1.87
SIGLER	3807	8559	3.17	56811.77	85.51	8.52	0.46	0.28	1.17	4.07
GALBRAITH	3808	8555	3.17	56814.94	94.47	1.54	0.62	0.63	1.52	1.22
BOSS	3809	8547	3.17	56818.11	86.98	9.45	0.42	0.46	1.31	1.38
CEPEDA	3810	8544	3.17	56821.27	4.33	0.95	3.48	0.13	0.9	90.22
BACK	3811	8540	3.17	56824.44	90.05	0.71	4.77	0.89	0.93	2.66
MATEO	3811	8540	3.17	56827.61	6.73	1.3	13.72	0.33	1.53	76.38
PEEBLES	3811	8540	3.17	56830.77	69.99	25.84	0.28	0.53	1.81	1.55
ARSENAULT	3814	8539	3.17	56833.94	97.33	0.12	0.49	0.21	1.04	0.81
CATHEY	3815	8538	3.17	56837.1	71.95	24.39	0.29	0.62	1.44	1.31
CALABRESE	3816	8537	3.16	56840.27	96.65	0.34	0.35	0.06	1	1.6
DODDS	3817	8534	3.16	56843.43	89.15	7.53	0.33	0.47	1.05	1.46
GILBERTSON	3818	8533	3.16	56846.59	96.68	0.33	0.52	0.26	1.24	0.97
GREENLEE	3819	8531	3.16	56849.76	79.18	16.96	0.39	0.49	1.35	1.63
HOKE	3819	8531	3.16	56852.92	90.72	5.53	1.2	0.26	1.02	1.28
SAUCEDA	3821	8529	3.16	56856.08	6.28	0.62	0.18	0.3	0.23	92.38
VUE	3822	8528	3.16	56859.24	0.6	(S)	93.93	(S)	4.74	0.54
LEHMANN	3823	8527	3.16	56862.4	95.53	0.76	0.43	0.29	1.14	1.84
LAPOINTE	3824	8525	3.16	56865.56	90.31	1.61	0.35	4.6	1.79	1.34
LASTER	3824	8525	3.16	56868.72	51.65	44.45	0.2	0.6	1.68	1.43
ZINK	3824	8525	3.16	56871.88	96.49	0.5	0.52	0.15	1.01	1.33
MOY	3827	8523	3.16	56875.04	18.89	4.05	69.52	0.32	5.19	2.04
AMMONS	3828	8522	3.16	56878.2	78.1	16.91	0.35	1.9	1.43	1.3
LLAMAS	3829	8521	3.16	56881.36	5.02	0.13	3.7	0.14	0.46	90.55
FOLTZ	3830	8520	3.16	56884.52	96.95	0.4	0.41	0.31	0.82	1.12
CHEW	3831	8516	3.16	56887.67	39.42	14.22	39.96	0.53	3.12	2.75
FLECK	3831	8516	3.16	56890.83	96.52	0.38	0.4	0.42	1.06	1.22
AMARAL	3833	8510	3.15	56893.99	79.4	0.24	1.49	0.31	4.82	13.75
GEER	3834	8509	3.15	56897.14	89.63	5.98	0.49	0.48	1.59	1.82
SU	3835	8507	3.15	56900.29	1.97	(S)	94.03	(S)	1.86	1.87
CARDEN	3836	8506	3.15	56903.45	90.98	5.34	0.53	0.85	1.06	1.25
NUNLEY	3837	8502	3.15	56906.6	78.26	17.49	0.21	1.04	1.55	1.45
CREEL	3838	8500	3.15	56909.75	92.35	2.14	0.24	2.47	1.26	1.54
CLARKSON	3839	8498	3.15	56912.9	86.35	9.43	0.45	0.68	1.73	1.37
PROVOST	3840	8497	3.15	56916.05	86.11	8.93	0.42	1.67	1.35	1.51
COVEY	3841	8495	3.15	56919.2	94.1	0.92	0.65	1.24	1.51	1.59
PAINE	3841	8495	3.15	56922.35	92.04	3.38	0.51	0.77	1.21	2.1
WOFFORD	3843	8491	3.15	56925.5	67.8	25.07	0.28	2.63	2.12	2.1
FRAME	3844	8486	3.15	56928.64	92.96	3.23	0.55	0.71	1.4	1.14
DUBE	3845	8484	3.14	56931.79	92.99	1.94	1.7	0.28	1.25	1.84
GRICE	3846	8483	3.14	56934.93	67.23	29.49	0.2	0.21	1.18	1.69
TULLY	3847	8481	3.14	56938.07	93.76	1.08	0.53	1.43	1.17	2.03
BARTELS	3848	8478	3.14	56941.22	95.68	0.75	0.64	0.46	1.03	1.44
LUCIANO	3848	8478	3.14	56944.36	45.95	0.74	2.89	0.13	1.38	48.9
MOLNAR	3848	8478	3.14	56947.5	96.79	0.18	0.42	0.15	1.17	1.29
WINSTEAD	3848	8478	3.14	56950.65	80.27	16.8	0.37	0.32	1.24	1.01
CANADY	3852	8474	3.14	56953.79	51.69	43.62	0.37	1.43	1.71	1.19
MOREAU	3853	8473	3.14	56956.93	89.14	6.11	0.66	0.19	1.49	2.41
BURNSIDE	3854	8470	3.14	56960.07	72.24	22.79	0.39	2.02	1.42	1.15
BRATCHER	3855	8469	3.14	56963.21	81.34	15.13	0.24	0.61	1.33	1.35
INFANTE	3856	8467	3.14	56966.35	18.35	0.65	4.1	0.21	0.45	76.24
PETERMAN	3857	8461	3.14	56969.48	91.62	4.42	0.53	0.7	1.63	1.1
SWOPE	3858	8457	3.13	56972.62	91.31	4.73	0.6	0.61	1.35	1.4
FREELAND	3859	8455	3.13	56975.75	84.81	10.33	0.37	1.63	1.54	1.32
VETTER	3860	8450	3.13	56978.88	96.96	0.31	0.37	0.41	0.7	1.25
LANNING	3861	8449	3.13	56982.02	95.6	0.51	0.69	0.58	1.41	1.22
MARQUIS	3861	8449	3.13	56985.15	90.19	3.93	0.49	0.5	1.6	3.3
SCHULZE	3863	8444	3.13	56988.28	96.53	0.38	0.43	0.47	0.85	1.34
THAI	3864	8440	3.13	56991.41	2.23	0.14	94.67	0.06	2.46	0.44
COPPOLA	3865	8439	3.13	56994.54	95.96	(S)	0.44	(S)	1.2	2.16
RAYBURN	3866	8438	3.13	56997.66	94.57	2.18	0.3	0.4	1.05	1.49
CONTE	3867	8435	3.13	57000.79	92.21	1.96	0.96	0.13	1.42	3.32
MARTZ	3868	8433	3.13	57003.92	96.22	0.21	0.56	0.17	0.71	2.13
SHOWALTER	3869	8427	3.12	57007.04	96.43	0.75	0.37	0.55	1.12	0.8
BANDY	3870	8426	3.12	57010.16	81.79	13.45	0.63	0.71	1.67	1.74
QUINONEZ	3870	8426	3.12	57013.29	4.06	0.44	0.34	0.21	0.34	94.6
BUNTING	3872	8423	3.12	57016.41	87.59	8.8	0.32	0.43	1.16	1.7
RAO	3872	8423	3.12	57019.53	23.01	0.51	72.22	0.18	3.31	0.77
BELT	3874	8422	3.12	57022.65	82.46	12.56	0.33	1.56	1.66	1.42
CRUSE	3874	8422	3.12	57025.78	80.23	14.91	0.62	0.51	1.53	2.2
HAMBLIN	3876	8421	3.12	57028.9	90.17	5.84	0.34	0.56	1.35	1.73
HIMES	3877	8419	3.12	57032.02	90.81	5.75	0.43	0.53	1.22	1.26
RANEY	3878	8415	3.12	57035.14	91.09	4.33	0.5	1.03	1.64	1.41
MERRELL	3879	8414	3.12	57038.26	85.71	10.16	0.49	0.95	1.41	1.27
SEE	3880	8412	3.12	57041.38	77.62	1.68	15.45	1.07	1.96	2.22
GOUGH	3881	8408	3.12	57044.49	86.87	8.85	0.74	0.42	1.58	1.55
MACIEL	3882	8407	3.12	57047.61	19.4	0.39	0.18	0.12	1.39	78.52
WIMBERLY	3883	8406	3.12	57050.72	51.64	43.16	0.17	0.48	1.89	2.66
CRADDOCK	3884	8402	3.11	57053.84	78.99	17.39	0.4	0.45	1.69	1.07
MARQUARDT	3885	8398	3.11	57056.95	96.21	0.19	0.92	0.33	1.07	1.27
WENTZ	3886	8395	3.11	57060.06	94.89	1.95	0.45	0.46	1.04	1.2
MEEKER	3887	8394	3.11	57063.18	96.09	0.15	0.43	0.64	1.2	1.48
SANDBERG	3888	8391	3.11	57066.29	96.31	0.25	0.56	0.32	1.22	1.35
MOSIER	3889	8384	3.11	57069.39	95.15	0.88	0.42	0.75	1.53	1.28
WASSON	3889	8384	3.11	57072.5	91.65	3.21	0.8	1.12	1.46	1.77
HUNDLEY	3891	8382	3.11	57075.61	81.21	15.37	0.29	0.52	1.24	1.37
JOE	3891	8382	3.11	57078.72	12.42	25.66	21.65	34.62	2.85	2.79
SHUMAKER	3893	8381	3.11	57081.82	94.48	2.85	0.49	0.35	1.13	0.7
EMBRY	3894	8379	3.11	57084.93	76.5	19.58	0.75	0.47	1.31	1.38
FORTIN	3894	8379	3.11	57088.04	92.92	0.87	1.64	0.51	1.32	2.73
AKIN	3896	8378	3.11	57091.14	92.11	2.35	0.76	0.99	2.11	1.67
OLIVAREZ	3896	8378	3.11	57094.25	6.73	0.08	0.74	0.23	0.54	91.68
SEIDEL	3898	8376	3.1	57097.35	96.2	0.3	0.51	0.35	0.93	1.71
COONS	3899	8374	3.1	57100.46	94.29	1.5	0.61	0.86	1.25	1.48
CORRALES	3900	8373	3.1	57103.56	6.28	0.36	3.56	0.47	0.56	88.77
EARLE	3900	8373	3.1	57106.66	79.95	15.44	0.45	0.49	1.61	2.05
MATHENY	3902	8369	3.1	57109.77	93.58	2.89	0.53	0.74	1.21	1.05
KISH	3903	8366	3.1	57112.87	96.92	0.3	0.55	0.08	0.92	1.23
OUTLAW	3904	8365	3.1	57115.97	42.9	53.13	0.41	0.32	1.86	1.37
BARNETTE	3905	8363	3.1	57119.07	80.66	15.92	0.33	0.55	1.27	1.27
LIEBERMAN	3905	8363	3.1	57122.17	96.22	0.26	0.69	0.1	1.46	1.27
SPALDING	3905	8363	3.1	57125.27	89.31	6.37	0.84	0.65	1.24	1.59
MARTEL	3908	8362	3.1	57128.37	81.73	1.67	0.48	0.96	1.16	14
HARGIS	3909	8361	3.1	57131.47	92.14	3.9	0.33	0.73	1.35	1.54
KELSO	3910	8360	3.1	57134.57	88.16	7.25	0.51	0.66	1.81	1.61
MERRICK	3910	8360	3.1	57137.67	84.25	10.84	0.48	1.39	1.38	1.67
FULLERTON	3912	8359	3.1	57140.76	91.35	4.55	0.62	0.53	1.5	1.46
FRIES	3913	8357	3.1	57143.86	96.1	0.95	0.47	0.3	0.74	1.45
DOUCETTE	3914	8348	3.09	57146.96	90.72	6.01	0.36	0.24	1.44	1.23
CLOUSE	3915	8341	3.09	57150.05	96.76	0.22	0.36	0.47	1.1	1.09
PREWITT	3915	8341	3.09	57153.14	78.4	18.08	0.24	0.6	1.46	1.22
